Kolumna1,ID,lp,ekspot,kategorie,start_min,start_s,stop_min,stop_s,czas_w_sek,czas_w_min,Z_KIM,X1_OSTOW,X2_OSTOW,X3_OSTOW,X4_OSTOW,X5_OSTOW,X6_OSTOW,X7_OSTOW,X8_OSTOW,X9_OSTOW,ILE_OSTOW,zach,opis,animator,uwagi,os_3,os_3_e,os_2,os_2_e
5710,1006,5844,UNIEŚ SAM SIEBIE,2,85,40,86,20,40,0.67,"1021, 1002, 1012",1021,1002,1012,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5711,1006,5845,LATAJĄCY DYWAN,2,86,34,87,32,58,0.97,"1012, D, 1010",1012,D,1010,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5712,1006,5846,KTO MI DAŁ SKRZYDŁA,2,87,38,88,24,46,0.77,1012,1012,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5713,1006,5847,MŁYŃSKIE KOŁO,2,88,32,89,12,40,0.67,"1012, 1010",1012,1010,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5714,1006,5848,WCIĄGAJĄCE SKRZYDŁO,2,89,19,89,39,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5715,1006,5849,MŁYŃSKIE KOŁO,2,90,2,90,29,27,0.45,"1018, D, D1",1018,D,D1,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
5716,1006,5850,OKNO KOPERNIKA,2,91,40,93,10,90,1.5,"1012, 1010, D, D1",1012,1010,D,D1,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
5717,1006,5851,KROCZĄCA SPRĘŻY,2,93,17,94,10,53,0.88,"1010, 1018, 1012, 1021, D",1010,1018,1012,1021,,,,,,4,,,,,3,z 3 lub więcej osobami,2,z innymi
5718,1006,5852,FONTANNY W SZKLE,2,94,15,94,26,11,0.18,"D, D1",D,D1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5719,1006,5853,ŁAŃCUCH - LASSO,2,94,12,94,40,28,0.47,1021,1021,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5720,1006,5854,FONTANNY W SZKLE,2,94,50,95,53,63,1.05,"D, D1",D,D1,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5721,1006,5855,BĘBNOSCYLOSKOP,2,96,1,96,30,29,0.48,"1012, 1018, D, D1",1012,1018,D,D1,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
5722,1006,5856,FALOWANIE I SKAKANIE,2,96,40,97,38,58,0.97,"1021, 1018, 1012, D",1021,1018,1012,D,,,,,,4,3,,1,A,3,z 3 lub więcej osobami,2,z innymi
5723,1006,5857,RYSOWANIE  PIASKU,2,97,44,99,2,78,1.3,"1012, 1018, 1021, 1010, D, D1",1012,1018,1021,1010,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
5724,1006,5858,FLETNIA PA,2,99,30,99,58,28,0.47,"1021, 1018, D, D1",1021,1018,D,D1,,,,,,4,2,,,,3,z 3 lub więcej osobami,2,z innymi
5725,1006,5859,STÓŁ CHLADNIEGO,2,100,0,100,21,21,0.35,"D, D1, 1012",D,D1,1012,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
5726,1006,5860,OBROTOWY STOLIK,2,100,55,101,13,18,0.3,G,G,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5727,1006,5861,CZTERY PORY ROKU,2,101,30,102,1,31,0.52,"D, D1",D,D1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5728,1006,5862,MYDLANE LUSTRO,2,102,12,102,48,36,0.6,"D, D1",D,D1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5729,1006,5863,WAHADŁO ŚWIETLNE,2,102,59,103,11,12,0.2,"D, D1",D,D1,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5730,1006,5864,MYDLANE LUSTRO,2,103,25,104,22,57,0.95,"1002, 1021, 1018, 1012",1002,1021,1018,1012,,,,,,4,3,,,,3,z 3 lub więcej osobami,2,z innymi
5731,1006,5865,KOSMICZNY LEJ,2,105,33,107,15,102,1.7,"1021, D, D1",1021,D,D1,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
5732,1006,5866,PODAJ MI DŁOŃ,2,108,0,108,10,10,0.17,1021,1021,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5733,1006,5867,KARTOTEKA TWARZY,2,108,30,109,35,65,1.08,"1021, D",1021,D,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5734,1006,5868,ILE WODY MOŻ Z CIEBIE WYCISNĄĆ,2,110,10,112,31,141,2.35,"1021, D, D1",1021,D,D1,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5735,1006,5869,LUDZKIE PIERWIASTKI,2,113,2,113,43,41,0.68,"1021, D",1021,D,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5736,1006,5870,ZBLIŻENIA. OD KOSMOSU PO ATOM,2,113,50,114,9,19,0.32,"1021, D",1021,D,,,,,,,,2,2,,,,3,z 3 lub więcej osobami,2,z innymi
5737,1006,5871,"BIEGANIE (3,2,1…START)",2,114,40,115,59,79,1.32,"1021, D, D1",1021,D,D1,,,,,,,3,1,,,,3,z 3 lub więcej osobami,2,z innymi
5738,1006,5872,ZWISANIE,2,116,5,116,30,25,0.42,"1021, D, D1",1021,D,D1,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
5739,1006,5873,FILM SPRZED RODZIN,2,117,0,117,25,25,0.42,"1021, D, D1",1021,D,D1,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5740,1006,5874,DZIEWCZYNKA CZY CHŁOPIEC,2,117,30,117,59,29,0.48,"1021, D, D1",1021,D,D1,,,,,,,3,2,,,,3,z 3 lub więcej osobami,2,z innymi
5741,1006,5875,MOWA JEST ZŁOTEM,2,118,10,118,30,20,0.33,"1021, D, D1",1021,D,D1,,,,,,,3,,,,,3,z 3 lub więcej osobami,2,z innymi
5742,1010,5876,WAHADŁO FOUCAULT,2,0,0,2,0,120,2,1007,1007,,,,,,,,,1,1,1,,Zdjęcie.,2,z inną osobą,2,z innymi
5743,1010,5877,AUTOSTRADA DLA RZEKI,2,2,39,3,26,47,0.78,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5744,1010,5878,"WIR TU, WIR TAM",2,3,26,4,15,49,0.82,1007,1007,,,,,,,,,1,1,1,,Zdjęcie.,2,z inną osobą,2,z innymi
5745,1010,5879,ŁODZIĄ POD GÓRĘ,2,4,15,4,40,25,0.42,1007,1007,,,,,,,,,1,1,1,,,2,z inną osobą,2,z innymi
5746,1010,5880,"TRZY TURBINY, TRZECH WYLAZCÓW",2,4,40,4,50,10,0.17,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5747,1010,5881,ŚRUBA ARCHIMEDESA,2,4,50,5,15,25,0.42,"1007, N",1007,N,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
5748,1010,5882,"TRZY TURBINY, TRZECH WYLAZCÓW",2,5,15,5,45,30,0.5,"1007, N",1007,N,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5749,1010,5883,PERSKIE KOŁO,2,5,45,6,50,65,1.08,"1007, N",1007,N,,,,,,,,2,3,1,,Zdjęcia.,3,z 3 lub więcej osobami,2,z innymi
5750,1010,5884,KOŁOWRÓT STUDZIENNY,2,6,50,8,5,75,1.25,1007,1007,,,,,,,,,1,2,,,Zdjęcia.,2,z inną osobą,2,z innymi
5751,1010,5885,WSTĘGA MOBIUSA,2,8,15,8,30,15,0.25,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5752,1010,5886,PRAWDZIWA GEOMETRIA TURY,2,8,30,8,50,20,0.33,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5753,1010,5887,MYDLA ŚCIA,2,8,50,10,55,125,2.08,"1007, 0905",1007,905,,,,,,,,2,3,,,Podoba się.,3,z 3 lub więcej osobami,2,z innymi
5754,1010,5888,ELEKTRONICZNY POETA,2,10,55,11,25,30,0.5,1007,1007,,,,,,,,,1,1,,,Zdjęcia.,2,z inną osobą,2,z innymi
5755,1010,5889,SKRECZUJĄCY DIDŻEJE,2,11,25,11,50,25,0.42,"1007, 1014",1007,1014,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
5756,1010,5890,ELEKTRONICZNY POETA,2,12,10,12,38,28,0.47,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5757,1010,5891,SKRECZUJĄCY DIDŻEJE,2,12,38,13,15,37,0.62,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5758,1010,5892,ORKIESTRA TUSZ,2,13,15,14,35,80,1.33,"1007, 1014",1007,1014,,,,,,,,2,1,,,,3,z 3 lub więcej osobami,2,z innymi
5759,1010,5893,GRAJĄCA DESECZKA,2,14,35,15,11,36,0.6,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5760,1010,5894,I TŁOKI TURKOCĄ,2,15,45,16,5,20,0.33,1007,1007,,,,,,,,,1,1,,,Zdjęcia.,2,z inną osobą,2,z innymi
5761,1010,5895,PRĄD  KORBKĘ,2,16,5,16,30,25,0.42,1007,1007,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5762,1010,5896,JEDEN Z MILIO,2,16,40,18,0,80,1.33,"1007, 1014",1007,1014,,,,,,,,2,3,1,,Robią sobie zdjęcia z ekspotem.,3,z 3 lub więcej osobami,2,z innymi
5763,1010,5897,SPACER PO ŚCIEŻCE DŹWIĘKOWEJ,2,18,20,18,55,35,0.58,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5764,1010,5898,INNE,1,19,10,20,38,88,1.47,,,,,,,,,,,0,,,,Czyta info przy Re:ge.,1,sam/a,1,sam/a
5765,1010,5899,KOPUŁA WIEŃCZY DZIEŁO,2,21,0,21,20,20,0.33,,,,,,,,,,,0,1,1,,,1,sam/a,1,sam/a
5766,1010,5900,KOPUŁA WIEŃCZY DZIEŁO,2,21,40,21,50,10,0.17,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
5767,1010,5901,KONSTRUKCJE POD PRESJĄ,2,21,50,22,55,65,1.08,N,N,,,,,,,,,1,2,1,,,2,z inną osobą,2,z innymi
5768,1010,5902,KONSTRUKCJE POD PRESJĄ,2,23,40,24,10,30,0.5,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5769,1010,5903,SKLEPIENIA I ŁUKI,2,24,20,24,25,5,0.08,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
5770,1010,5904,JEDEN Z MILIO,2,24,30,25,28,58,0.97,N,N,,,,,,,,,1,3,,,"Szuka jednej kulki, zlazła.",2,z inną osobą,2,z innymi
5771,1010,5905,ŚWIETLNE AKROBACJE,2,25,50,27,15,85,1.42,"1006, 1012, 1021, N, 1012",1006,1012,1021,N,1012,,,,,5,1,,,,3,z 3 lub więcej osobami,2,z innymi
5772,1010,5906,ALARM  STATKU,2,28,35,29,5,30,0.5,"1007, 1014",1007,1014,,,,,,,,2,3,,,Chodzi trochę bez celu.,3,z 3 lub więcej osobami,2,z innymi
5773,1010,5907,ALARM  STATKU,2,29,5,30,0,55,0.92,"1007, 1014",1007,1014,,,,,,,,2,1,,,Nie zjechała.,3,z 3 lub więcej osobami,2,z innymi
5774,1010,5908,HIPERBOLA I SPÓŁKA,2,30,45,30,55,10,0.17,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
5775,1010,5909,ALARM  STATKU,2,32,5,33,30,85,1.42,"1007, 1014",1007,1014,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5776,1010,5910,NURKOWANIE,2,33,40,34,0,20,0.33,N,N,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5777,1010,5911,CIŚNIENIE WODY,2,34,51,35,20,29,0.48,N,N,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5778,1010,5912,POCISK  SPRĘŻONE POWIETRZE,2,36,50,37,0,10,0.17,,,,,,,,,,,0,2,,,Cały czas telefon w ręce.,1,sam/a,1,sam/a
5779,1010,5913,COPERNICHAOS,2,37,0,37,50,50,0.83,N,N,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5780,1010,5914,POCISK  SPRĘŻONE POWIETRZE,2,37,50,38,18,28,0.47,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5781,1010,5915,RAKIETA  WODÓR,2,38,18,38,27,9,0.15,N,N,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5782,1010,5916,PLATFORMA WIŚLA,2,40,0,40,20,20,0.33,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5783,1010,5917,MIAŻDŻYCA,2,40,25,40,55,30,0.5,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5784,1010,5918,PŁUCA JAK MIECHY,2,41,0,41,55,55,0.92,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5785,1010,5919,PRZYSTANEK SERCE - JAK BIJE SERCE,2,41,55,42,20,25,0.42,N,N,,,,,,,,,1,4,,,Robi przysiady.,2,z inną osobą,2,z innymi
5786,1010,5920,SILNIK ROŚLINNY,2,42,45,44,5,80,1.33,"1017, 1016, N",1017,1016,N,,,,,,,3,3,,,1016 czyta opis.,3,z 3 lub więcej osobami,2,z innymi
5787,1010,5921,ŁOŻE FAKIRA,2,44,5,44,20,15,0.25,1016,1016,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5788,1010,5922,PALĄCY CHŁÓD,2,44,30,45,40,70,1.17,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5789,1010,5923,SZYBKOŚĆ REAKCJI,2,45,55,48,28,153,2.55,"1017, 1016, N",1017,1016,N,,,,,,,3,4,,1,Telefon schowany.,3,z 3 lub więcej osobami,2,z innymi
5790,1010,5924,DZIEWCZYNKA CZY CHŁOPIEC,2,48,35,48,50,15,0.25,1017,1017,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5791,1010,5925,FILM SPRZED RODZIN,2,48,50,50,7,77,1.28,"1017, N",1017,N,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5792,1010,5926,MOWA JEST ZŁOTEM,2,50,7,53,20,193,3.22,1017,1017,,,,,,,,,1,4,,,,2,z inną osobą,2,z innymi
5793,1010,5927,SZTUKA RYSOWANIA,2,53,20,53,40,20,0.33,1017,1017,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5794,1010,5928,PRYSZCZATY WIEK,2,54,30,55,15,45,0.75,1017,1017,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5795,1010,5929,ILU MASZ SOBOWTÓRÓW,2,55,15,57,45,150,2.5,"1017, N",1017,N,,,,,,,,2,2,,,Nie potrafi użyć.,3,z 3 lub więcej osobami,2,z innymi
5796,1010,5930,ILE WODY MOŻ Z CIEBIE WYCISNĄĆ,2,59,30,59,40,10,0.17,1017,1017,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5797,1010,5931,ZBLIŻENIA. OD KOSMOSU PO ATOM,2,60,35,60,55,20,0.33,N,N,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5798,1010,5932,MYŚLICIEL RODI (RAMKI),2,61,20,61,40,20,0.33,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
5799,1010,5933,ZBLIŻENIA. OD KOSMOSU PO ATOM,2,61,40,61,50,10,0.17,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
5800,1010,5934,ILE WODY MOŻ Z CIEBIE WYCISNĄĆ,2,61,56,64,23,147,2.45,"1017, 1015",1017,1015,,,,,,,,2,3,,,,3,z 3 lub więcej osobami,2,z innymi
5801,1010,5935,INNE- STREFA KAPKI,1,64,59,66,25,86,1.43,N,N,,,,,,,,,1,,,,,2,z inną osobą,2,z innymi
5802,1010,5936,ŚWIATŁO I DŹWIĘK,2,68,1,68,45,44,0.73,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5803,1010,5937,RADIO W GĘBIE,2,68,45,69,30,45,0.75,"1014, 1005, 1007",1014,1005,1007,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5804,1010,5938,FLETNIA PA,2,69,40,70,25,45,0.75,N,N,,,,,,,,,1,3,,,Animuje uczyciel.,2,z inną osobą,2,z innymi
5805,1010,5939,CHWIEJNY WALEC,2,70,25,70,50,25,0.42,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5806,1010,5940,STROBOSKOPOWY SZNUREK,2,71,0,71,30,30,0.5,1005,1005,,,,,,,,,1,,,1,,2,z inną osobą,2,z innymi
5807,1010,5941,BICZE WODNE,2,71,40,72,25,45,0.75,N,N,,,,,,,,,1,2,1,,,2,z inną osobą,2,z innymi
5808,1010,5942,OBROTOWY STOLIK,2,72,40,75,50,190,3.17,"N, N1, 1005",N,N1,1005,,,,,,,3,3,,,N1 to chyba uczyciel.,3,z 3 lub więcej osobami,2,z innymi
5809,1010,5943,CHAOTYCZNE WAHADŁO,2,75,50,76,25,35,0.58,,,,,,,,,,,0,3,1,,,1,sam/a,1,sam/a
5810,1010,5944,ROWEROWE PRZEKRĘTY,2,76,35,77,15,40,0.67,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5811,1010,5945,NIESFOR WALIZKA,2,77,20,79,25,125,2.08,"1020, 0906",1020,906,,,,,,,,2,3,1,1,A,3,z 3 lub więcej osobami,2,z innymi
5812,1010,5946,UNIEŚ SAM SIEBIE,2,80,50,81,10,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5813,1010,5947,MAGNETYCZNY MOST,2,81,25,82,50,85,1.42,"N, 1016, 1021",N,1016,1021,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5814,1010,5948,UNIEŚ SAM SIEBIE,2,84,18,84,50,32,0.53,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5815,1010,5949,MŁYŃSKIE KOŁO,2,85,0,85,55,55,0.92,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
5816,1010,5950,LATAJĄCY DYWAN,2,86,25,88,26,121,2.02,"1021, 1012, 1006, N",1021,1012,1006,N,,,,,,4,3,,,,3,z 3 lub więcej osobami,2,z innymi
5817,1010,5951,MŁYŃSKIE KOŁO,2,88,26,89,45,79,1.32,"1006, 1012, N",1006,1012,N,,,,,,,3,3,,,,3,z 3 lub więcej osobami,2,z innymi
5818,1010,5952,OKNO KOPERNIKA,2,90,35,91,0,25,0.42,1006,1006,,,,,,,,,1,1,,,,2,z inną osobą,2,z innymi
5819,1010,5953,SKACZĄCA KULKA,2,91,0,92,40,100,1.67,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5820,1010,5954,KROCZĄCA SPRĘŻY,2,92,40,96,35,235,3.92,"1021, N, 1006, 1018, 1012",1021,N,1006,1018,1012,,,,,5,4,,,,3,z 3 lub więcej osobami,2,z innymi
5821,1010,5955,RYSOWANIE  PIASKU,2,96,35,99,28,173,2.88,"1021, N, 1006, 1018, 1012",1021,N,1006,1018,1012,,,,,5,3,,,,3,z 3 lub więcej osobami,2,z innymi
5822,1010,5956,FALOWANIE I SKAKANIE,2,99,28,99,56,28,0.47,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5823,1010,5957,RADIO W GĘBIE,2,100,0,100,25,25,0.42,N,N,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5824,1010,5958,ZOBACZ CIEPŁO,2,101,0,101,25,25,0.42,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
5825,1010,5959,DRGAJĄCE PIERŚCIENIE,2,101,25,101,45,20,0.33,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5826,1010,5960,BICZE WODNE,2,101,45,102,50,65,1.08,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5827,1010,5961,STROBOSKOPOWY SZNUREK,2,103,0,103,55,55,0.92,N,N,,,,,,,,,1,2,,,,2,z inną osobą,2,z innymi
5828,1010,5962,JSZYBSZA ZJEŻDŻALNIA,2,104,30,106,5,95,1.58,1015,1015,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5829,1010,5963,"JEST RYZYKO, JEST ZABAWA",2,108,45,109,20,35,0.58,,,,,,,,,,,0,3,,,Chodzi po galerii NŚwR.,1,sam/a,1,sam/a
5830,1010,5964,KOSMICZNY LEJ,2,111,0,111,12,12,0.2,,,,,,,,,,,0,2,,,,1,sam/a,1,sam/a
5831,1010,5965,KOSMICZNY LEJ,2,112,46,112,58,12,0.2,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
5832,1010,5966,INNE- STREFA KAPKI,1,113,0,116,24,204,3.4,,,,,,,,,,,0,,,,,1,sam/a,1,sam/a
5833,1010,5967,SKRECZUJĄCY DIDŻEJE,2,116,26,116,40,14,0.23,1005,1005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5834,1010,5968,ORKIESTRA TUSZ,2,116,45,117,43,58,0.97,1005,1005,,,,,,,,,1,3,,,,2,z inną osobą,2,z innymi
5835,1010,5969,HISTORIA KOŁEM SIĘ TOCZY,2,118,44,118,56,12,0.2,,,,,,,,,,,0,3,,,,1,sam/a,1,sam/a
5836,1010,5970,PROSTOWANIE KOŁA,2,118,56,119,40,44,0.73,,,,,,,,,,,0,1,,,,1,sam/a,1,sam/a
